Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Vibration Levels,Operational Hours,Failure Type
1,0.7165275300594467,-0.3334128302881987,0.9331970008939772,1.1045221823707632,34.631172525524896,47.97605114463099,Power Failure
1,1.1149744619612871,0.7059498212016846,4.241886877467567,-1.5458549986200554,31.589156068213704,47.989498917923335,Power Failure
2,-0.884965317553898,-0.2521260046695543,-0.7041876391349293,0.7041181586316488,44.034584097088455,124.56046364977331,Power Failure
2,-0.884965317553898,0.18067558625984392,-0.6501573086555126,0.33687404706253554,30.731157375323665,141.14581174561087,Power Failure
1,0.38080223559377424,-0.6735783383694038,-0.5635862356528804,2.064933315883476,34.820129880609215,58.967265925079715,Power Failure
1,0.8376727895180336,-0.01740121618113799,1.939183147285624,0.29869183070588745,33.70626673885154,47.98013985470555,Power Failure
1,-0.01696360394192553,0.25072901972242656,2.103661782471385,-0.7809474657323774,43.441857801903424,89.60490786560052,Power Failure
1,0.13757237743482922,-0.8730191999085005,0.8521868031108639,-0.9659880712863315,42.0,78.0764194634582,Power Failure
2,-0.370945762901678,-0.479789933044566,0.31954599942147155,-0.6967210118076373,34.94605516620042,109.407628602605,Power Failure
2,-0.8530170795625959,0.3061474179791008,-0.5690982238042601,0.13133353002208886,25.874579600543917,145.55444745144712,Power Failure
1,0.3500796512291875,0.8228958864407274,-0.652851673329329,1.5004733545273043,34.21212218369116,94.00211993047185,Power Failure
1,0.36912906957890546,0.9873392491244244,3.416645368735162,-1.8767554089602159,27.411582007054115,93.71266876097772,Power Failure
1,-0.22274596995132678,0.6904302906819997,1.5077623877520194,-0.9031298402357518,26.402452065862555,119.31020184977797,Power Failure
1,0.3190176916769862,-0.9196887816162691,0.0852017949718129,0.8086819645582515,38.455000436585934,61.60752742523487,Power Failure
1,0.49385935770684125,-0.765738784341761,-0.5578336466405289,2.232738953552435,35.67283562555057,51.01941498890616,Power Failure
1,-0.7986507188567106,0.39070794777033724,-0.629728649181902,0.27806198563606144,25.898095795724245,144.1797003457668,Power Failure
1,1.0161292109702789,1.0734843567841188,-0.6662587185806222,2.2092441638266482,39.032708249477075,64.90847340140749,Power Failure
1,0.024972958375967913,-0.3835180196075461,-0.5816915929460634,1.5367918096358353,32.136374419378676,83.98186032829807,Power Failure
1,-0.5913184894988956,0.46871275304016746,-0.633902081234214,0.49869276280059993,27.39867911000363,135.1232412477922,Power Failure
1,0.746646568257046,0.2713386672124285,4.047407647456624,-2.5286462333518713,35.32244605927601,63.90929944017501,Power Failure
1,1.2216659573741366,0.9842582901223051,5.1278494549782865,-2.2555422422845783,30.77460020414449,47.99309980659296,Power Failure
1,-0.3861859656583795,-0.13595312797664122,-0.723151549230446,1.2955454481815214,49.84178972503157,100.0340239103885,Power Failure
2,-0.5497615712507535,-0.18826040644159525,-0.010080820550927294,-0.38956885996418766,31.581152131878774,122.81565021333637,Power Failure
1,-0.6877206200874302,-0.33810995646096487,-0.09113123788965194,0.5365718345526844,50.05524788457596,108.94329840746524,Power Failure
1,1.3526113963701096,1.3827544936288165,6.52504263490383,-3.4979095859340807,29.874527171099107,49.72100131491464,Power Failure
1,0.19811095099317244,0.9015494994766369,2.8650870934154815,-1.5954331671870574,27.120001027244445,101.10889542523638,Power Failure
1,0.7728035141818238,0.3193138009541703,4.154356700242081,-2.570485244337557,35.08728237790467,63.29685045038345,Power Failure
1,1.426113253799925,1.4124813400774017,4.106266610923325,-1.3454258415067155,33.84963622079493,47.63742990149821,Power Failure
2,-0.2395598859338136,-0.9321562217712853,0.532009100599704,-0.7203144793575393,44.73908666277339,90.42937584702369,Power Failure
1,-0.8291575758570069,-0.4692724030419162,-0.7350404351471432,0.9655763949095513,51.75852079462535,112.9968761340512,Power Failure
1,1.426113253799925,1.37737398507674,3.197784753764724,-0.5870332675463055,35.398433854303796,47.51630034830119,Power Failure
2,-0.2831573224541466,-0.903724865176541,0.4463181378046158,-0.6092399168833922,45.22956472941246,92.06413924313172,Power Failure
1,-0.41162452116641357,-0.09573285073776083,0.8122865069488245,-0.005743684041822128,47.33305317245575,100.98325615743872,Power Failure
1,-0.2590507052306038,0.03820746953545473,1.3115253344903968,-0.30543335164861385,45.82873769472319,96.58444709840799,Power Failure
1,0.1295321262756416,0.8671475293677964,2.64391042162506,-1.4826220284185485,27.003076100981097,104.07480650047167,Power Failure
1,0.42565604222930314,-0.7783594564789742,-0.5698201864680253,2.1893924819783273,37.25530210147625,53.19990238027545,Power Failure
2,-0.0186226208313791,-1.0762368528942934,0.9662623153526296,-1.283203309852019,42.25350743415458,82.1449402780372,Power Failure
2,-0.884965317553898,-0.47878842605510824,-0.7324838510514055,0.8964474876183821,51.00171863789558,115.87455482293153,Power Failure
1,-0.5059024887936205,-0.2260352546548745,-0.7263646131224194,1.2063687450013008,50.35980120512206,103.53733555024047,Power Failure
2,-0.884965317553898,-0.24691538112466077,-0.7035371523575359,0.6996968005438555,43.87442029465109,124.76013945295797,Power Failure
2,-0.5214567073508583,-0.7483218110280064,-0.02206040357482819,-0.0021170668296741635,47.9104705558573,100.99959836267239,Power Failure
1,1.426113253799925,1.4673397274074875,5.525850900352785,-2.530482179980426,31.42950116723284,47.826705679929155,Power Failure
2,-0.13514213514205922,-0.8642286502178631,0.7542234514542532,-1.1017612168518638,39.38333814401996,91.72652889402788,Power Failure
1,-0.30663431797222473,0.6483484315515502,1.237210279376272,-0.7651347650995741,26.259424842122595,122.93822232844869,Power Failure
1,-0.24387448940906464,-0.1643624261932779,-0.5953711280803489,1.1377535485511294,30.108658173339354,102.88168193731792,Power Failure
1,0.7665220065750292,1.1866879547389453,4.698295317678581,-2.5304608340057224,28.089125549790992,76.52613752612876,Power Failure
1,1.426113253799925,1.4190801082054456,4.277024593796464,-1.487973086820432,33.55852467278468,47.66019737671773,Power Failure
1,0.7860635073666392,-0.1520258199704766,1.5106214099006907,0.6419848837819493,34.100287304915874,47.97839801690838,Power Failure
1,0.4730461831663567,-0.7487725692824987,-0.5588926656296556,2.2018468880159667,35.515857337323936,52.48256923929385,Power Failure
1,0.3766746371577032,-0.48320261025531086,0.5688919618538627,-0.2958339653429283,42.0,72.30986424266486,Power Failure
1,-0.25116667161448236,-0.1584180791976868,-0.5957421699611868,1.1269300881436146,30.053658669163934,103.39431817008983,Power Failure
1,0.5561226640923864,-0.07810617277708376,3.268404198736129,-2.223896139732191,37.035348736119474,68.37030084960392,Power Failure
1,-0.05951925076115827,-0.6794847227579988,-0.6315370869019948,1.7209622933149513,42.71360099884464,75.94054016143647,Power Failure
1,0.35623461376461363,-0.5165266792990775,0.5931098558593234,-0.35312311693160237,42.0,72.8028270601103,Power Failure
1,0.6034324241815738,0.7953574816470618,4.133667939111855,-1.999546334172082,37.32500648173571,71.71845957853355,Power Failure
2,-0.6697204463708991,-0.6516340337046098,-0.3134734672374513,0.3756191318285125,49.578461104643694,106.55901086177742,Power Failure
1,1.4056428026373078,1.1943593734492934,-0.6502574240026757,2.5881506602329027,42.0,47.49369666000062,Power Failure
1,1.1578602616039353,1.2820742990594278,5.947818695016129,-3.088568675849402,31.858574564799586,55.73392003697583,Power Failure
1,1.426113253799925,1.504233070212369,6.480549213214457,-3.3274558400943923,29.801912816377165,47.953997357978245,Power Failure
1,-0.7908378552776202,0.3936473889945712,-0.6298859158807761,0.28637597603048465,25.954642010270035,143.83842740589995,Power Failure
1,0.6657145521284886,-0.5078525551957915,-0.572810054078748,2.3474802134627843,36.86723649593396,47.829796766490674,Power Failure
2,-0.884965317553898,0.10056443090961242,-0.6601582705035641,0.40485057646991074,33.19360877830748,138.07587987454238,Power Failure
1,0.33026027829941773,0.8154392245857645,-0.6524527251942609,1.4793827422961376,34.06867791354555,94.86784804636548,Power Failure
1,1.200010821573008,1.3190771063060411,6.085740107088786,-3.1713619600646057,31.44298726780724,54.51869012417623,Power Failure
2,-0.884965317553898,-0.08380593173335471,-0.6831748024040544,0.5612939247558852,38.86077281025768,131.01064095889285,Power Failure
1,-0.21159272457427292,-0.19067745870378,-0.5937285626035609,1.185667930519601,30.35213550424066,100.61229235735904,Power Failure
2,-0.15004399398218976,-0.9905325495580406,0.7079529995768433,-0.9483769373044062,43.73201869910015,87.07281832410081,Power Failure
2,-0.884965317553898,-0.018999994309536472,-0.6750845220321218,0.5063042957609768,36.868772185209885,133.49406304739074,Power Failure
1,0.8914583233749038,0.122900215717069,2.385816405393316,-0.05907714726374724,33.29563117848493,47.98195514203192,Power Failure
1,1.426113253799925,1.339072410348075,2.2066452691484475,0.2403611586262655,37.088147827296105,47.38414990194779,Power Failure
1,-0.04163807352315296,0.6755195478237638,-0.644966708637618,1.0836303663005147,31.37703434668917,111.11270405508863,Power Failure
1,-0.7802641913733217,0.3976255287965602,-0.6300987552834356,0.29762784792665725,26.03116973427481,143.3765602135121,Power Failure
1,0.5603540675778597,0.7575401874740382,3.992710671238945,-1.914930646398726,37.74974147441305,72.96043851256178,Power Failure
1,-0.3528624674140072,-0.619703788208277,-0.6688519179675994,1.4377433819131356,46.01375865142778,89.68982198151099,Power Failure
1,0.2722466158150131,-0.9451062763568906,0.22255098614247115,0.4896634810857017,38.981182448519476,64.53046850152568,Power Failure
1,-0.6808648542915934,0.1918577407495896,-0.6176061356989988,0.48914826421558955,26.812765020790394,133.60185432200845,Power Failure
1,0.48931772326347,-0.2995567353704245,0.43542937879832044,0.019881271925881627,42.0,69.5931915645298,Power Failure
1,0.3055111799169184,-0.7538749218361233,-0.5851032575809071,2.073394241068248,38.606950833302875,58.831208909248105,Power Failure
1,-0.7218753976294837,-0.3885466475963533,-0.7321610958204765,1.0454907685797226,51.2943125259957,109.85743561330892,Power Failure
1,0.5997161101333081,1.103011229641913,4.160322070660157,-2.256067634524687,27.804726287743648,83.74019314327874,Power Failure
1,-0.8236955958626491,-0.45747861544592383,-0.5360567781250338,0.8036576057446513,51.39590558123493,112.86355137861173,Power Failure
1,0.4688080759495329,0.8675651965571054,-0.6552415816170234,1.6268171685050314,35.07142849423371,88.81595507044388,Power Failure
1,0.08891573804853836,-0.9523457828171373,0.9098365089188086,-1.102362552664815,42.0,79.24989728087604,Power Failure
2,-0.37343991722449454,-0.8448485446612874,0.26886728089696754,-0.3792241060118009,46.24525822124121,95.44944565139696,Power Failure
1,0.21093210185139963,-0.978427325904545,0.402608826265225,0.07144639073580983,39.67098044276087,68.36229635953663,Power Failure
1,0.19415466093004063,-0.9875449377730041,0.4518779075936642,-0.042990013829215634,39.85972931065412,69.41079632068363,Power Failure
2,-0.4034191114469854,-0.8252981024933124,0.20994303622152477,-0.3028451684557445,46.582528904915165,96.57356884008225,Power Failure
1,-0.23874051669551688,-0.1685474718237273,-0.595109900530331,1.1453736749869532,30.14737990926711,102.52076659580717,Power Failure
2,-0.0481194924588102,-1.057000949533834,0.9082860779649372,-1.208053200766019,42.58535191223475,83.25097792347842,Power Failure
1,-0.33584929751418313,-0.6231709322856813,-0.6666877514736672,1.4541693675333334,45.822357795187614,88.89239816420039,Power Failure
2,-0.884965317553898,-0.4775208257184706,-0.7323256056416387,0.895371893699114,50.962755222454504,115.92313041338717,Power Failure
1,1.2073711506321883,1.325538534995205,6.109823938428308,-3.1858193199706486,31.37041743099076,54.306486726467476,Power Failure
1,-0.43247662148130694,0.5852207360627651,0.8313505701260525,-0.5581260620110424,26.04486732937409,128.38067607780982,Power Failure
1,-0.7246659014200779,0.43864652870386317,-0.11100230243895048,-0.07747907598275841,25.54669300001659,141.0173379775272,Power Failure
1,-0.6520594381066611,0.4750689286342349,0.12316408889656183,-0.19691561987334852,25.670484934394747,137.8772387623262,Power Failure
1,0.5275187100189843,-0.8063800017891465,-0.5270878669560949,2.2308360939659666,36.1093309539093,48.57733344896615,Power Failure
1,1.2078481509816887,1.0634968682647434,-0.6803693723962255,2.482939665420625,42.944429607559286,53.387177435923434,Power Failure
1,0.0864084166811937,-0.43359818377679976,-0.5785656249768631,1.6279777169339447,32.59973636651527,79.66298279383264,Power Failure
1,0.4359922279068409,-0.7185674041594954,-0.5607780503971617,2.1468493569072082,35.236386925092944,55.08744107305369,Power Failure
1,0.36711893928936856,-0.8935484120465561,-0.05605361410531279,1.1367733497495027,37.91385378176257,58.601457757691065,Power Failure
1,0.675123551243205,-0.44141654611372694,0.589379758017289,1.379931909164264,34.947278824438996,47.97465374067092,Power Failure
1,-0.8311820455609076,-0.4640507619452676,-0.5605532904976415,0.8183626952638776,51.46971891601509,113.07939092192191,Power Failure
1,1.426113253799925,1.4637929824563405,5.4340708890125615,-2.4538650428411906,31.585969525128,47.814468482588936,Power Failure
1,0.7747247235873623,0.737587975890964,-0.691993943582246,2.1603065124220997,44.818547747734,66.06183841792503,Power Failure
1,-0.7169110400128997,-0.54551368373005,-0.7151608496729414,1.0862594048663394,50.1093627580535,106.75313259074039,Power Failure
1,0.806800048900329,-0.09793383163890224,1.682816951023768,0.5040501876074046,33.94197036089498,47.979097885039074,Power Failure
1,1.096289317048159,0.6572089721564065,4.086726064655465,-1.4215657200833038,31.73181124706443,47.9888682854034,Power Failure
1,0.17817062769222058,-0.8068304843373231,0.804084895268964,-0.8521995854073503,42.0,77.09729006397791,Power Failure
1,0.16045433645090867,-0.7243135303569638,-0.6035552663595849,1.9333438190179386,40.238863299137826,65.63016422003298,Power Failure
1,1.251432095857624,0.82902891939004,-0.6511482267007912,2.5770572962374496,40.82088558230909,47.190623497526694,Power Failure
1,0.40502124499789083,-0.3552452092101741,2.6505891949062486,-1.9822037819306364,38.39382407482616,71.90824873337549,Power Failure
1,0.2562659651761309,-0.6795089853223124,0.7115554216409915,-0.6333145312445962,42.0,75.2138236483555,Power Failure
1,0.3585873043480965,-0.5126910073952426,0.5903223242561212,-0.3465290125665379,42.0,72.74608598128144,Power Failure
1,0.2786311143879976,-0.5870606297521395,2.133812320838791,-1.7800380520982264,39.53013289653274,74.86759681759989,Power Failure
1,0.017414663957782572,-1.0661645045306334,1.0657651556295393,-1.362212593016674,41.87859598907343,80.98382122862242,Power Failure
1,1.0593471494646072,0.5608440457955662,3.7799595516873237,-1.1758349335204787,32.0138530266849,47.987621469692655,Power Failure
2,-0.5542872305416674,-0.18088206935368617,-0.018423364166703537,-0.3817951289806224,31.495989612854874,123.154994581911,Power Failure
1,-0.36823810229228093,0.6174454297066052,1.0385291260942457,-0.6637974632397108,26.154392159383658,125.60247542616257,Power Failure
1,0.6384894948796555,0.9314046009880972,-0.6586571329504469,1.8073821652973328,36.2995111072382,81.40411738854215,Power Failure
1,1.426113253799925,1.497497339374843,6.3062470118529275,-3.1819499127102437,30.099066617366056,47.930757325603565,Power Failure
2,-0.884965317553898,-0.3881555873558192,-0.7211693773298681,0.8195430190935962,48.21585242693194,119.34768710859083,Power Failure
1,0.43467434989474474,0.4817130136240245,-0.7011205332003685,1.9070033722460966,46.28994027375018,76.01286607137249,Power Failure
1,0.8503567170685954,1.2287429070709832,4.968674437237049,-2.668367676213384,28.23206132308755,72.90043677423984,Power Failure
1,1.426113253799925,1.4464245570319707,4.984623775005979,-2.0786705896282154,32.35219575306605,47.754542874084684,Power Failure
1,1.187785890338099,1.048400780795631,-0.6809078220903623,2.467995310074483,43.03123868835932,53.97426724937412,Power Failure
1,0.142500526329028,-0.8649846702580224,0.8463477986602533,-0.9521754907612641,42.0,77.95756469910913,Power Failure
1,0.9863437767753329,0.37041221427447124,3.1737420084380825,-0.6902333198062398,32.571210715700076,47.98515757117344,Power Failure
1,1.426113253799925,1.278031422076166,0.6270722598170675,1.5589746574713859,39.78103477878514,47.17354253389226,Power Failure
1,1.1416287250644586,0.7754783916444007,4.463222978804943,-1.7231530151151966,31.385659189393902,47.99039851196908,Power Failure
1,0.48151671993458534,-0.8313795409162545,-0.39199719363100405,1.9170634290661188,36.6268606290228,51.452210794221635,Power Failure
1,0.014510342103561391,0.16555559120437935,-0.7123972873758603,1.5940236763065598,48.10798321265837,88.30829046720855,Power Failure
1,-0.8599186534539793,-0.49241894302052125,-0.7358660296859469,0.9426625028708553,51.891623485197016,113.89704963038741,Power Failure
1,1.2074435670386348,1.1454627420870622,-0.6701097236470133,2.4128296613290585,40.41736094620195,56.55168948047533,Power Failure
1,-0.7551372052028018,-0.537723505707939,-0.7200234229842415,1.049352558968613,50.53941317142186,108.54483012543633,Power Failure
1,0.6881543484236766,1.1473755015972185,4.445548236092993,-2.4015472109582383,27.955510943700553,79.91539807716197,Power Failure
1,0.07493303625572256,-0.9606685643112902,1.3009430488253475,-1.4542153756570069,41.361477812701864,79.6370635027918,Power Failure
1,1.382209113688138,1.4030406856313336,6.460994407340899,-3.323438325780324,29.548903920614848,47.99851821440813,Power Failure
1,0.6105686290343322,-0.10187723775823199,0.29176801757807813,0.3597224446771503,42.0,66.66891956262872,Power Failure
2,-0.884965317553898,0.03811642648532865,-0.667954189898358,0.457839434146733,35.113131414522606,135.6828159094977,Power Failure
2,-0.4863526882217014,-0.2916380765846965,0.10680631970719712,-0.4984863826831104,32.774361752869794,118.06110596014497,Power Failure
1,1.0091082498851558,0.7527264528660755,5.120546244115738,-2.948463486197048,32.96278773188269,57.76391869754555,Power Failure
1,1.133971104581392,0.7555032228273301,4.399634356726643,-1.6722162881284095,31.44412270277106,47.990140063638904,Power Failure
1,0.46965602753557634,-0.23669687617728452,2.91486426697616,-2.085589528279944,37.81272590495918,70.39486458736538,Power Failure
1,-0.31268339881591345,0.6453139628328506,1.2177011149379924,-0.7551841177781884,26.249111333039835,123.19983421729611,Power Failure
1,-0.5885485754823576,0.11660454779232532,-0.6129088853072182,0.6261691943726178,27.50903801820065,127.11207279171033,Power Failure
1,-0.5857597778682884,-0.5722412321214585,-0.6984777054475251,1.2128841760725846,48.63389028471286,100.60594539868495,Power Failure
1,1.2963997335953021,1.279655223277361,6.295207542284459,-3.4079969339324947,30.379897392536392,51.03716323152139,Power Failure
1,0.9866347263228468,0.3711711662676773,3.176158043662291,-0.6921686491557959,32.56898940781458,47.98516739085892,Power Failure
1,1.2930904369317613,1.4508364214997134,6.396554997337924,-3.3966580094860963,28.986909598229616,53.7529980636636,Power Failure
2,-0.884965317553898,-0.11958127064340124,-0.6876409444535143,0.5916502885712095,39.96043281523613,129.6396976409731,Power Failure
1,0.1354463627692234,0.2565553433543706,-0.709151493469861,1.6841087818229936,47.58469498626623,84.76929219211851,Power Failure
1,-0.725257959473927,-0.5438126502045946,-0.71622262261305,1.0782005669280195,50.2032669241328,107.14436082266826,Power Failure
1,1.426113253799925,1.3294398390256577,1.9573807978136717,0.44844492224011523,37.51309877186268,47.35091501255208,Power Failure
2,-0.7809072125238306,0.18858423609209463,-0.4361717986739979,0.007470315496535401,27.231521767142503,140.14748335510006,Power Failure
1,1.0956482415257771,0.9790707072620898,-0.6833806983879454,2.3993620792999995,43.42991682052836,56.67052745723329,Power Failure
1,-0.5457852138410071,0.08174526244626257,-0.6107329936896763,0.6896409424144492,27.83157023433221,124.10583295911286,Power Failure
1,-0.3419942081386784,-0.08437845996636573,-0.6003636699504179,0.9921188316789342,29.36861414701878,109.77944197035977,Power Failure
2,-0.884965317553898,0.2703076239351836,-0.6389677734998248,0.2608187858664669,27.976053720145888,144.58059243158863,Power Failure
1,1.2317358164825438,1.1546022386009789,-0.6705987072110544,2.4386800459532205,40.59317801185909,55.490582077308986,Power Failure
1,0.7350294213417753,1.1708899736521166,4.596727155543154,-2.4786560033227683,28.03543159657136,77.88813531066096,Power Failure
1,0.4984304898648352,-0.8221878417662305,-0.4416666223698713,2.0324297133242695,36.43657803818516,50.395191002118565,Power Failure
1,1.1727622386145162,1.0528884832208192,5.789685490322118,-3.2102341474963443,31.491458679501093,53.93206002563114,Power Failure
1,1.426113253799925,1.432425430363754,4.62236485251238,-1.7762600632041492,32.96978184733365,47.706242227156494,Power Failure
1,0.11960547065745164,-0.9023112623703597,0.8734744814844431,-1.0163455892868611,42.0,78.50973682398283,Power Failure
2,-0.0714991835966027,-0.9679879302667663,0.8715420706818844,-1.211080799372748,40.58095239717612,86.95443364377803,Power Failure
1,0.5182356593836929,-0.7856095434032611,-0.5565933280956452,2.268919609582262,35.85668793040127,49.30577494145248,Power Failure
1,0.5611440378444119,0.7582336804555131,3.995295543533364,-1.9164823276302023,37.74195269039638,72.93766312123029,Power Failure
1,-0.028382193827034108,0.6805068202684714,-0.6452335389002198,1.097736494655055,31.472974818412755,110.53367525359735,Power Failure
1,-0.4523304088945497,0.5752612565302581,0.7673192216656135,-0.5254668792942057,26.011017192121034,129.23931674738736,Power Failure
1,1.3042005713833316,1.1359983969849685,-0.6777833761211164,2.554712474802555,42.527514226161415,50.567578711529634,Power Failure
1,1.426113253799925,1.5135088037783677,6.7205797041582525,-3.527831159008512,29.392704142131926,47.98600106382287,Power Failure
1,0.13544083864600032,-1.019452655130426,0.6242984870357405,-0.4434681768547595,40.52026911155365,73.08009491468053,Power Failure
1,0.0021196707333765996,-0.3648887714742934,-0.5828544172682446,1.502871695325284,31.964009076095426,85.58843336138095,Power Failure
1,0.6114586944541877,-0.6316898071086037,-0.5655534765871713,2.3262141584134524,36.501004300192015,47.88900430480229,Power Failure
1,0.22029473425753043,-0.5427379045375291,-0.5717532017964502,1.8266991992796306,33.60954123358246,70.25085134557487,Power Failure
1,0.1355971580825972,0.3846578803290681,2.6028578961349176,-1.0806114924891288,41.93767103040184,85.20647515989668,Power Failure
1,0.3109883274944461,-0.9240522972745903,0.10878104038710112,0.7539148774738731,38.54533205548186,62.10931956820172,Power Failure
1,1.426113253799925,1.4904245592572605,6.123222901481333,-3.0291630132605887,30.411089699373626,47.90635438509474,Power Failure
2,-0.7861245027284167,0.1970901627075095,-0.44578928604767387,0.016432061820451427,27.133344341989595,140.538687804295,Power Failure
1,0.7045235620360786,0.19407976768850443,3.8751774632155485,-2.461268913190051,35.701152397616795,64.89558402711438,Power Failure
2,-0.884965317553898,-0.501393617874492,-0.7353058508086826,0.9156286176339443,51.69655553129708,115.0083034436504,Power Failure
1,0.19814624939565284,0.9015672066127975,2.8652009358910897,-1.595491232530068,27.120061210006753,101.10736883268707,Power Failure
1,1.426113253799925,1.501247605533504,6.403293592678948,-3.262963535213278,29.933619708834968,47.943696724318166,Power Failure
1,1.1515157136198713,1.1244209516784849,-0.6689839406619085,2.3533145256304464,40.01257870899935,58.99466864726186,Power Failure
1,0.47455709777961363,-0.8351617109061591,-0.3715593812390095,1.8695928916773008,36.70515748066263,51.8871498050809,Power Failure
1,0.615410699968678,0.9227216436472669,-0.6581925752562161,1.7828230676934467,36.132476514187445,82.41222000138337,Power Failure
1,0.8392030161846719,1.0023339435662322,4.905136052421216,-2.4626533877348766,35.00040478930872,64.92102969454484,Power Failure
2,-0.3664226051641922,-0.8494247701792719,0.282659840154447,-0.39710233301441655,46.1663123490284,95.18631905931167,Power Failure
1,0.5708608081366601,-0.7243531782271979,-0.560123616647884,2.310301463963061,36.226964709152746,47.9333073720203,Power Failure
1,-0.018609954185676236,0.7928333449984502,2.1661306923354275,-1.2389305264831834,26.750498109074936,110.48168557660577,Power Failure
1,-0.22466223737109503,0.6894690118212589,1.501582146957423,-0.8999776090521546,26.399184884955325,119.39307697612801,Power Failure
1,1.3093141233774022,1.2128915733064811,5.855676867705585,-2.8385576466746887,30.105434144407425,47.99605797384569,Power Failure
1,0.7359859382969678,-0.2826548970221828,1.0947789662573917,0.9750893343752498,34.48261372546315,47.97670787515558,Power Failure
2,-0.8522747017817377,0.30493709409883385,-0.5677297339074123,0.130058346720475,25.888549446221912,145.49878225371674,Power Failure
1,-0.8568753715522011,0.36880203034745085,-0.6285566334632328,0.2161027310902018,25.476690293139406,146.72300578006303,Power Failure
1,1.3565008556599145,1.2015427100156644,-0.673110127722586,2.5714476703690137,41.49617479424486,50.040732443863845,Power Failure
1,0.575600706221692,-0.7135345131399959,-0.5607575654827304,2.3121593082203504,36.258959471703456,47.92813488540794,Power Failure
2,-0.884965317553898,-0.4166146149659487,-0.7247221615596954,0.8436912905645017,49.09062413830903,118.25711145158027,Power Failure
1,0.33459340773509594,0.4064059142061953,-0.7038065990257565,1.8324531912081325,46.722988909137,78.94157399249355,Power Failure
1,1.409854344866135,1.5094100189198345,6.773135562090095,-3.5887328879255147,29.185988707293976,48.703168627875925,Power Failure
1,-0.7144156581543925,-0.36154478980025095,-0.17848042964962485,0.5890069593869771,50.318450051320525,109.71293489168036,Power Failure
1,1.426113253799925,1.3882583591336222,3.479442439369885,-0.8221585983150619,34.91825832466887,47.55385428440132,Power Failure
1,1.3551690016743274,1.20104162530194,-0.6730833185664328,2.5700303896075036,41.48653539628913,50.098909029251956,Power Failure
1,0.9611439390372118,0.3046775628778813,2.964483406251232,-0.522609805711165,32.76360351630475,47.984307064674894,Power Failure
1,0.8666556747869499,0.058201646004657936,2.17985604850596,0.10590435612461757,33.484991565398516,47.98111804085594,Power Failure
1,0.7229645686059666,0.900291435149825,4.524790670557923,-2.2343346457257787,36.14646838303713,68.27226485295495,Power Failure
2,-0.4809345042519027,-0.30047152717470066,0.1167941321298196,-0.5077932044947401,32.876319537524374,117.6548380332279,Power Failure
1,0.5653707136083276,0.9038950511592863,-0.6571853103287111,1.7295734541906005,35.77030817783333,84.59801181551379,Power Failure
1,0.4654309676669327,0.6742098314400446,3.6821115240951126,-1.7284800940150826,38.685644450389205,75.69713739656383,Power Failure
2,-0.7971070083599507,0.21499531716357034,-0.4660342992826587,0.035296726351527585,26.926678796783087,141.3621813992244,Power Failure
1,0.5129991519516406,-0.8142705791173647,-0.4844493447508257,2.1318003692157976,36.272678282048744,49.484727856780786,Power Failure
1,0.7767852469941,0.7391384413211997,-0.6919386413300308,2.1618413939858665,44.8096318959223,66.00154051212253,Power Failure
1,0.07443595237354228,-0.9615802787674443,1.2989106001401307,-1.4534202714400561,41.365946838864936,79.6487024197494,Power Failure
1,1.426113253799925,1.4857609702839087,6.002542036418874,-2.928419700489611,30.616828797789005,47.890263783890916,Power Failure
1,1.0210907317784772,0.3032821566967785,-0.6203406783621439,2.486772996281288,39.26605948328572,47.441987050202144,Power Failure
1,0.5441593103063379,-0.21014662081526647,0.37045157928442907,0.17359088042488713,42.0,68.2705481045927,Power Failure
2,-0.638407737521401,-0.043737530490937315,-0.17349005243212562,-0.23730122225316005,29.913034773469477,129.4625441543075,Power Failure
1,0.9913504727441104,0.9005906063236966,-0.686179939345747,2.3216707888630483,43.881211597237616,59.72263403211798,Power Failure
1,0.18667812967384256,0.7614191738755941,-0.6495625313104164,1.3265910555606242,33.02949082177853,101.13964602130879,Power Failure
1,0.6094884914687846,1.10791345962296,4.191839420048254,-2.2721430553484767,27.821387917215635,83.31755519120398,Power Failure
1,0.9073151256698144,0.1642632348742834,2.5174907565486278,-0.16455294240995544,33.17456950206241,47.98249031664447,Power Failure
1,0.11446542757713668,-0.8881611788454995,1.462580872229042,-1.5174489106248752,41.0060623638459,78.711436589066,Power Failure
1,-0.8257897062357822,0.38049742028851785,-0.6291823630586788,0.24918226975469882,25.70167524039808,145.3651558338995,Power Failure
1,1.413856310358343,1.4855934965825026,6.723791660528023,-3.5339481858931467,29.30728757125808,47.99958632233439,Power Failure
1,0.10796180651419673,-0.7136159845527615,-0.6102325978116111,1.8826629907545849,40.829412575684074,68.09054014344379,Power Failure
1,-0.22520055022143393,-0.17958480698120893,-0.5944209579771275,1.1654704425831381,30.249501801130034,101.56891470708516,Power Failure
2,-0.6098335324609804,-0.09032303403914033,-0.12081672095061191,-0.2863831722918887,30.45073571948114,127.31998437451625,Power Failure
2,-0.884965317553898,0.19632861770734322,-0.6482032066377799,0.32359201726464126,30.250015528344512,141.74565005663553,Power Failure
1,0.08886086092438694,-0.7097233689635163,-0.6126623405750872,1.8642212859201646,41.04430123913793,68.9858200375584,Power Failure
